phone,message
+7700000254,"Парковка №2046, Алмалинский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076196433258"
+7700000255,"Парковка №2046, Алмалинский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076143862554"
+7700000256,"Парковка №2046, Алмалинский, платная, мест: 50. https://2gis.kz/almaty/firm/70030076154826909"
+7700000257,"Парковка №2046, Алмалинский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076181719098"
+7700000258,"Парковка №2047, Алмалинский, платная, мест: 40. https://2gis.kz/almaty/firm/9430468281761796"
+7700000259,"Парковка №2047, Алмалинский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076143862153"
+7700000260,"Парковка №2047, Алмалинский, платная, мест: 50. https://2gis.kz/almaty/firm/9430468281761797"
+7700000261,"Парковка №2047, Алмалинский, платная, мест: 40. https://2gis.kz/almaty/firm/9430468281761798"
+7700000262,"Парковка №2047, Алмалинский, платная, мест: 25. https://2gis.kz/almaty/firm/9430468281762050"
+7700000263,"Парковка №2047, Алмалинский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076154854839"
+7700000264,"Парковка №2047, Алмалинский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076306416555"
+7700000265,"Парковка №2047, Алмалинский, платная, мест: 15. https://2gis.kz/almaty/firm/9430468311181050"
+7700000266,"Парковка №2047, Алмалинский, платная, мест: 18. https://2gis.kz/almaty/firm/70030076143862471"
+7700000267,"Парковка №2047, Алмалинский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076161476272"
+7700000268,"Парковка №2047, Алмалинский, платная, мест: 50. https://2gis.kz/almaty/firm/70030076163859933"
+7700000269,"Парковка №2047, Алмалинский, платная, мест: 45. https://2gis.kz/almaty/firm/70030076181718791"
+7700000270,"Парковка №2047, Алмалинский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076216213775"
+7700000271,"Парковка №2047, Алмалинский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076166359244"
+7700000272,"Парковка №2047, Алмалинский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076187676301"
+7700000273,"Парковка №2047, Алмалинский, платная, мест: 35. https://2gis.kz/almaty/firm/70030076202496494"
+7700000274,"Паркинг, Ауэзовский, бесплатная, мест: 15. https://2gis.kz/almaty/firm/70030076722567215"
+7700000275,"Паркинг, Ауэзовский, бесплатная, мест: 30. https://2gis.kz/almaty/firm/70030076717603506"
+7700000276,"Автостоянка Car Land Parking, Бостандыкский, платная, мест: 60. https://2gis.kz/almaty/firm/70030076946290553"
+7700000277,"Бесплатная парковка, Бостандыкский, бесплатная, мест: 2. https://2gis.kz/almaty/firm/70030077090496683"
+7700000278,"Бесплатная парковка, Бостандыкский, бесплатная, мест: 6. https://2gis.kz/almaty/firm/70030077090497618"
+7700000279,"Паркинг, Бостандыкский, бесплатная, мест: 12. https://2gis.kz/almaty/firm/70030076707049104"
+7700000280,"Паркинг, Бостандыкский, бесплатная, мест: 5. https://2gis.kz/almaty/firm/70030076707049112"
+7700000281,"Парковка №4001, Бостандыкский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076161354114"
+7700000282,"Парковка №4001, Бостандыкский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076161355529"
+7700000283,"Парковка №4001, Бостандыкский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076161356083"
+7700000284,"Парковка №4002, Бостандыкский, платная, мест: 50. https://2gis.kz/almaty/firm/70030076156383232"
+7700000285,"Парковка №4002, Бостандыкский, платная, мест: 35. https://2gis.kz/almaty/firm/70030076162256656"
+7700000286,"Парковка №4002, Бостандыкский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076165445616"
+7700000287,"Парковка №4002, Бостандыкский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076165459738"
+7700000288,"Парковка №4002, Бостандыкский, платная, мест: 50. https://2gis.kz/almaty/firm/70030076186165864"
+7700000289,"Парковка №4002, Бостандыкский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076263099277"
+7700000290,"Парковка №4002, Бостандыкский, платная, мест: 30. https://2gis.kz/almaty/firm/70030077062985664"
+7700000291,"Парковка №4002, Бостандыкский, платная, мест: 20. https://2gis.kz/almaty/firm/70030077113684036"
+7700000292,"Парковка №4003, Бостандыкский, платная, мест: 30. https://2gis.kz/almaty/firm/9430468281762082"
+7700000293,"Парковка №4004, Бостандыкский, платная, мест: 40. https://2gis.kz/almaty/firm/9430468312621093"
+7700000294,"Парковка №4004, Бостандыкский, платная, мест: 15. https://2gis.kz/almaty/firm/9430468312645144"
+7700000295,"Парковка №4004, Бостандыкский, платная, мест: 20. https://2gis.kz/almaty/firm/9430468312645117"
+7700000296,"Парковка №4004, Бостандыкский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076676054312"
+7700000297,"Парковка №4004, Бостандыкский, платная, мест: 3. https://2gis.kz/almaty/firm/70030076988053064"
+7700000298,"Парковка №4004, Бостандыкский, платная, мест: 22. https://2gis.kz/almaty/firm/70030077027608741"
+7700000299,"Парковка №4004, Бостандыкский, платная, мест: 9. https://2gis.kz/almaty/firm/70030077027726522"
+7700000300,"Парковка №4004, Бостандыкский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076307728498"
+7700000301,"Парковка №4005, Бостандыкский, платная, мест: 14. https://2gis.kz/almaty/firm/70030076126900219"
+7700000302,"Парковка №4005, Бостандыкский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076906863236"
+7700000303,"Парковка №4005, Бостандыкский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076990974867"
+7700000304,"Парковка №4006, Бостандыкский, платная, мест: 4. https://2gis.kz/almaty/firm/70030076187670842"
+7700000305,"Парковка №4012, Бостандыкский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076143856585"
+7700000306,"Парковка №4012, Бостандыкский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076189328355"
+7700000307,"Парковка №4012, Бостандыкский, платная, мест: 5. https://2gis.kz/almaty/firm/70030076991577546"
+7700000308,"Парковка №4028, Бостандыкский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076661624252"
+7700000309,"Парковка №4028, Бостандыкский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076132024985"
+7700000310,"Парковка №4028, Бостандыкский, платная, мест: 3. https://2gis.kz/almaty/firm/70030076132030268"
+7700000311,"Парковка №4028, Бостандыкский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076132030286"
+7700000312,"Парковка №4028, Бостандыкский, платная, мест: 5. https://2gis.kz/almaty/firm/70030076132776432"
+7700000313,"Парковка №4028, Бостандыкский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076278316167"
+7700000314,"Парковка №4028, Бостандыкский, платная, мест: 2. https://2gis.kz/almaty/firm/70030076938432197"
+7700000315,"Парковка №4028, Бостандыкский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076991590296"
+7700000316,"Парковка №4028, Бостандыкский, платная, мест: 5. https://2gis.kz/almaty/firm/70030076992342883"
+7700000317,"Парковка №4028, Бостандыкский, платная, мест: 8. https://2gis.kz/almaty/firm/70030077006911570"
+7700000318,"Парковка №4028, Бостандыкский, платная, мест: 5. https://2gis.kz/almaty/firm/70030077065513644"
+7700000319,"Парковка №4028, Бостандыкский, платная, мест: 5. https://2gis.kz/almaty/firm/70030077065515782"
+7700000320,"Парковка №4029, Бостандыкский, платная, мест: 15. https://2gis.kz/almaty/firm/9430468281762195"
+7700000321,"Парковка №9004, Бостандыкский, платная, мест: 166. https://2gis.kz/almaty/firm/70030076131244061"
+7700000322,"Парковка №1003, Жетысуский, бесплатная, мест: 50. https://2gis.kz/almaty/firm/70030076130494157"
+7700000323,"Парковка №5033, Жетысуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076164236970"
+7700000324,"Парковка №5033, Жетысуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076223371155"
+7700000325,"Парковка №5033, Жетысуский, платная, мест: 5. https://2gis.kz/almaty/firm/70030076994945802"
+7700000326,"Парковка №5033, Жетысуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076994947945"
+7700000327,"Парковка №5033, Жетысуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076994948074"
+7700000328,"Парковка №5033, Жетысуский, платная, мест: 12. https://2gis.kz/almaty/firm/70030076674109837"
+7700000329,"Парковка №5033, Жетысуский, бесплатная, мест: 10. https://2gis.kz/almaty/firm/70030076994941405"
+7700000330,"Парковка №5033, Жетысуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076994948410"
+7700000331,"Парковка №5033, Жетысуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076994948853"
+7700000332,"Парковка №5802, Жетысуский, платная, мест: 50. https://2gis.kz/almaty/firm/9430468308963282"
+7700000333,"Парковка №9003, Жетысуский, платная, мест: 150. https://2gis.kz/almaty/firm/9430468308963275"
+7700000334,"Парковка №1006, Медеуский, платная, мест: 185. https://2gis.kz/almaty/firm/70030076166361667"
+7700000335,"Паркинг №6001, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076994952485"
+7700000336,"Парковка №6001, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076139359997"
+7700000337,"Парковка №6001, Медеуский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076139412906"
+7700000338,"Парковка №6001, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076139412959"
+7700000339,"Парковка №6001, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076162585102"
+7700000340,"Парковка №6001, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076196351627"
+7700000341,"Парковка №6001, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076994950997"
+7700000342,"Парковка №6001, Медеуский, платная, мест: 8. https://2gis.kz/almaty/firm/70030076994952058"
+7700000343,"Парковка №6001, Медеуский, платная, мест: 5. https://2gis.kz/almaty/firm/70030076994952720"
+7700000344,"Парковка №6001, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076994953739"
+7700000345,"Парковка №6001, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076139360042"
+7700000346,"Паркинг №6002, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076994954509"
+7700000347,"Парковка №6002, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076138974911"
+7700000348,"Парковка №6002, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076143860528"
+7700000349,"Парковка №6002, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076138927906"
+7700000350,"Парковка №6002, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076139470501"
+7700000351,"Парковка №6002, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076139470503"
+7700000352,"Парковка №6002, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076918603222"
+7700000353,"Парковка №6002, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/9430468314134435"
+7700000354,"Парковка №6002, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/9430468314135731"
+7700000355,"Парковка №6002, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076163739602"
+7700000356,"Парковка №6002, Медеуский, платная, мест: 12. https://2gis.kz/almaty/firm/70030076918603233"
+7700000357,"Парковка №6002, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076918603237"
+7700000358,"Парковка №6002, Медеуский, платная, мест: 6. https://2gis.kz/almaty/firm/70030076918603239"
+7700000359,"Парковка №6002, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076918603244"
+7700000360,"Парковка №6002, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076989070155"
+7700000361,"Парковка №6002, Медеуский, платная, мест: 5. https://2gis.kz/almaty/firm/70030076990916291"
+7700000362,"Парковка №6002, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076134331033"
+7700000363,"Парковка №6002, Медеуский, платная, мест: 5. https://2gis.kz/almaty/firm/70030076138973227"
+7700000364,"Парковка №6002, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076138974611"
+7700000365,"Парковка №6002, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076138975298"
+7700000366,"Парковка №6002, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076734264423"
+7700000367,"Парковка №6002, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076852284840"
+7700000368,"Парковка №6002, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076989019518"
+7700000369,"Парковка №6002, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076989045315"
+7700000370,"Парковка №6002, Медеуский, бесплатная, мест: 5. https://2gis.kz/almaty/firm/70030076990912378"
+7700000371,"Парковка №6002, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076139470444"
+7700000372,"Парковка №6011, Медеуский, платная, мест: 28. https://2gis.kz/almaty/firm/9430468281762109"
+7700000373,"Парковка №6011, Медеуский, платная, мест: 13. https://2gis.kz/almaty/firm/70030076326979909"
+7700000374,"Парковка №6011, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/9430468281762108"
+7700000375,"Парковка №6011, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030077056106931"
+7700000376,"Парковка №6011, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/9430468309635384"
+7700000377,"Парковка №6011, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076130607990"
+7700000378,"Парковка №6011, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030077053511512"
+7700000379,"Парковка №6011, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030077053622510"
+7700000380,"Парковка №6011, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076216167774"
+7700000381,"Парковка №6011, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076216169121"
+7700000382,"Парковка №6011, Медеуский, платная, мест: 2. https://2gis.kz/almaty/firm/70030076283601228"
+7700000383,"Парковка №6011, Медеуский, платная, мест: 8. https://2gis.kz/almaty/firm/70030076283601231"
+7700000384,"Парковка №6011, Медеуский, платная, мест: 7. https://2gis.kz/almaty/firm/70030077056105686"
+7700000385,"Парковка №6011, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030077125037944"
+7700000386,"Парковка №6011, Медеуский, платная, мест: 50. https://2gis.kz/almaty/firm/70030076191585219"
+7700000387,"Парковка №6011, Медеуский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076990881157"
+7700000388,"Парковка №6011, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076216167462"
+7700000389,"Парковка №6011, Медеуский, платная, мест: 28. https://2gis.kz/almaty/firm/70030076479991974"
+7700000390,"Парковка №6011, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030077053614073"
+7700000391,"Парковка №6011, Медеуский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076133213137"
+7700000392,"Парковка №6011, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076793556106"
+7700000393,"парковка №6011, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076306349417"
+7700000394,"Парковка №6012, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076161304481"
+7700000395,"Парковка №6012, Медеуский, платная, мест: 5. https://2gis.kz/almaty/firm/9430468281762087"
+7700000396,"Парковка №6012, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076165588074"
+7700000397,"Парковка №6012, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076216156760"
+7700000398,"Парковка №6012, Медеуский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076911464630"
+7700000399,"Парковка №6012, Медеуский, платная, мест: 5. https://2gis.kz/almaty/firm/70030076790981785"
+7700000400,"Парковка №6012, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076139450783"
+7700000401,"Парковка №6012, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076154459866"
+7700000402,"Парковка №6012, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076163752339"
+7700000403,"Парковка №6012, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076165589269"
+7700000404,"Парковка №6012, Медеуский, платная, мест: 9. https://2gis.kz/almaty/firm/70030076187717466"
+7700000405,"Парковка №6012, Медеуский, платная, мест: 6. https://2gis.kz/almaty/firm/70030076216157005"
+7700000406,"Парковка №6012, Медеуский, платная, мест: 7. https://2gis.kz/almaty/firm/70030076216157386"
+7700000407,"Парковка №6012, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076793541483"
+7700000408,"Парковка №6012, Медеуский, платная, мест: 5. https://2gis.kz/almaty/firm/70030076911415607"
+7700000409,"Парковка №6012, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076911424216"
+7700000410,"Парковка №6012, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030077012131252"
+7700000411,"Парковка №6012, Медеуский, платная, мест: 5. https://2gis.kz/almaty/firm/70030077026460967"
+7700000412,"Парковка №6012, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076790981776"
+7700000413,"Парковка №6012, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076165589365"
+7700000414,"Парковка №6012, Медеуский, платная, мест: 8. https://2gis.kz/almaty/firm/70030076171547213"
+7700000415,"Парковка №6012, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076196397462"
+7700000416,"Парковка №6012, Медеуский, платная, мест: 6. https://2gis.kz/almaty/firm/70030076196397463"
+7700000417,"Парковка №6012, Медеуский, платная, мест: 12. https://2gis.kz/almaty/firm/70030076990905879"
+7700000418,"Парковка №6012, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076990907136"
+7700000419,"Парковка №6012, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076139455508"
+7700000420,"Парковка №6012, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076143860167"
+7700000421,"Парковка №6013, Медеуский, платная, мест: 50. https://2gis.kz/almaty/firm/70030076154482716"
+7700000422,"Парковка №6013, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/9430468281762086"
+7700000423,"Парковка №6013, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/9430468281762088"
+7700000424,"Парковка №6013, Медеуский, платная, мест: 7. https://2gis.kz/almaty/firm/70030076216170494"
+7700000425,"Парковка №6013, Медеуский, платная, мест: 8. https://2gis.kz/almaty/firm/70030076998131051"
+7700000426,"Парковка №6013, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076139028954"
+7700000427,"Парковка №6013, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076165792364"
+7700000428,"Парковка №6013, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076165792372"
+7700000429,"Парковка №6013, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076159887577"
+7700000430,"Парковка №6013, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076177901780"
+7700000431,"Парковка №6013, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076196447808"
+7700000432,"Парковка №6013, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076216170347"
+7700000433,"Парковка №6013, Медеуский, платная, мест: 17. https://2gis.kz/almaty/firm/70030076923337599"
+7700000434,"Парковка №6013, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076998665400"
+7700000435,"Парковка №6013, Медеуский, платная, мест: 35. https://2gis.kz/almaty/firm/70030076139036757"
+7700000436,"Парковка №6013, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076177901662"
+7700000437,"Парковка №6013, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076187717927"
+7700000438,"Парковка №6013, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076187718572"
+7700000439,"Парковка №6013, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076191632997"
+7700000440,"Парковка №6013, Медеуский, платная, мест: 5. https://2gis.kz/almaty/firm/70030076263188270"
+7700000441,"Парковка №6013, Медеуский, платная, мест: 3. https://2gis.kz/almaty/firm/70030077054097510"
+7700000442,"Парковка №6013, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076306412364"
+7700000443,"Парковка №6014, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076187693430"
+7700000444,"Парковка №6014, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076166361832"
+7700000445,"Парковка №6014, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076139412388"
+7700000446,"Парковка №6014, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076174199652"
+7700000447,"Парковка №6014, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076182090598"
+7700000448,"Парковка №6014, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076187693363"
+7700000449,"Парковка №6014, Медеуский, платная, мест: 17. https://2gis.kz/almaty/firm/70030076187717058"
+7700000450,"Парковка №6014, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076191585483"
+7700000451,"Парковка №6014, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076998765421"
+7700000452,"Парковка №6014, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076998812757"
+7700000453,"Парковка №6014, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076998813260"
+7700000454,"Парковка №6014, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030077002360282"
+7700000455,"Парковка №6015, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076622771702"
+7700000456,"Парковка №6015, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076139412406"
+7700000457,"Парковка №6015, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076154459917"
+7700000458,"Парковка №6015, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076166337464"
+7700000459,"Парковка №6015, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076157507351"
+7700000460,"Парковка №6015, Медеуский, платная, мест: 4. https://2gis.kz/almaty/firm/70030076161321419"
+7700000461,"Парковка №6015, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076164085086"
+7700000462,"Парковка №6015, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076164085095"
+7700000463,"Парковка №6015, Медеуский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076164085155"
+7700000464,"Парковка №6015, Медеуский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076166397837"
+7700000465,"Парковка №6015, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076177933609"
+7700000466,"Парковка №6015, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076187715482"
+7700000467,"Парковка №6015, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076187717209"
+7700000468,"Парковка №6015, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076193260259"
+7700000469,"Парковка №6015, Медеуский, платная, мест: 3. https://2gis.kz/almaty/firm/70030076216154930"
+7700000470,"Парковка №6015, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076216155558"
+7700000471,"Парковка №6015, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076911428469"
+7700000472,"Парковка №6020, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/9430468281762220"
+7700000473,"Парковка №6020, Медеуский, платная, мест: 7. https://2gis.kz/almaty/firm/70030076995497008"
+7700000474,"Парковка №6020, Медеуский, платная, мест: 8. https://2gis.kz/almaty/firm/70030076995497375"
+7700000475,"Парковка №6020, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076995497911"
+7700000476,"Парковка №6020, Медеуский, платная, мест: 8. https://2gis.kz/almaty/firm/70030076995498011"
+7700000477,"Парковка №6020, Медеуский, платная, мест: 30. https://2gis.kz/almaty/firm/70030076197148867"
+7700000478,"Парковка №6020, Медеуский, платная, мест: 5. https://2gis.kz/almaty/firm/70030076907091672"
+7700000479,"Парковка №6020, Медеуский, платная, мест: 40. https://2gis.kz/almaty/firm/70030076922549996"
+7700000480,"Парковка №6021, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076802343020"
+7700000481,"Парковка №6021, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030077002313660"
+7700000482,"Парковка №6021, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/9430468281762214"
+7700000483,"Парковка №6021, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076127504183"
+7700000484,"Парковка №6021, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076127729714"
+7700000485,"Парковка №6021, Медеуский, платная, мест: 5. https://2gis.kz/almaty/firm/70030076127731335"
+7700000486,"Парковка №6021, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076127751469"
+7700000487,"Парковка №6021, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076127752392"
+7700000488,"Парковка №6021, Медеуский, платная, мест: 8. https://2gis.kz/almaty/firm/70030076313392239"
+7700000489,"Парковка №6021, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076862642490"
+7700000490,"Парковка №6021, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076962674331"
+7700000491,"Парковка №6021, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076962674752"
+7700000492,"Парковка №6021, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076990915437"
+7700000493,"Парковка №6021, Медеуский, платная, мест: 5. https://2gis.kz/almaty/firm/70030077002104106"
+7700000494,"Парковка №6021, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030077002104147"
+7700000495,"Парковка №6021, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030077002104257"
+7700000496,"Парковка №6021, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030077002104363"
+7700000497,"Парковка №6021, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030077002104399"
+7700000498,"Парковка №6021, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030077002104558"
+7700000499,"Парковка №6021, Медеуский, платная, мест: 25. https://2gis.kz/almaty/firm/70030076165473501"
+7700000500,"Парковка №6021, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076197152423"
+7700000501,"Парковка №6021, Медеуский, платная, мест: 50. https://2gis.kz/almaty/firm/70030076306349779"
+7700000502,"Парковка №6021, Медеуский, платная, мест: 50. https://2gis.kz/almaty/firm/70030076866905376"
+7700000503,"Парковка №6021, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076895882947"
+7700000504,"Парковка №6021, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030077002312282"
+7700000505,"Парковка №6047, Медеуский, платная, мест: 10. https://2gis.kz/almaty/firm/70030076143862117"
+7700000506,"Парковка №6047, Медеуский, платная, мест: 35. https://2gis.kz/almaty/firm/70030076137341949"
+7700000507,"Парковка №6047, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076143862039"
+7700000508,"Парковка №6047, Медеуский, платная, мест: 15. https://2gis.kz/almaty/firm/70030076965941237"
+7700000509,"Парковка №6047, Медеуский, платная, мест: 20. https://2gis.kz/almaty/firm/70030076143861974"
